# Habitat mask points exported from surfaceDxy2
# Wed Jul 03 10:07:00 p.m. 2019 
x y forest D.0
2674595 5982515 nonbeech 9.7381358301529
2674605 5982515 nonbeech 10.0477868634019
2674615 5982515 nonbeech 10.3522696987455
2674625 5982515 nonbeech 10.6505324249453
2674635 5982515 nonbeech 10.9415194695094
2674645 5982515 nonbeech 11.2241776935703
2674655 5982515 nonbeech 11.4974626398611
2674665 5982515 nonbeech 11.7603448829837
2674675 5982515 nonbeech 12.0118164287702
2674725 5982515 nonbeech 13.0650323844511
2674735 5982515 nonbeech 13.2288649769069
2674745 5982515 nonbeech 13.3753530543239
2674755 5982515 nonbeech 13.5038779028027
2674765 5982515 nonbeech 13.6138928516039
2674775 5982515 nonbeech 13.7049271459743
2674785 5982515 nonbeech 13.7765893025055
2674795 5982515 nonbeech 13.828569913563
2674805 5982515 nonbeech 13.8606438726733
2674815 5982515 nonbeech 13.8726719984739
2674825 5982515 beech 13.8646020408301
2674835 5982515 beech 13.836469058943
2674845 5982515 beech 13.7883951676201
2674855 5982515 beech 13.720588654276
2674865 5982515 beech 13.6333424756005
2674875 5982515 beech 13.527032149075
2674885 5982515 beech 13.4021130605733
2674895 5982515 beech 13.2591172150587
2674905 5982515 beech 13.0986494628169
2674915 5982515 beech 12.9213832386788
2674925 5982515 beech 12.7280558562194
2674935 5982515 beech 12.5194634029252
2674945 5982515 beech 12.296455285746
2674955 5982515 nonbeech 12.0599284792599
2674965 5982515 nonbeech 11.8108215308502
2674975 5982515 nonbeech 11.5501083788026
2674985 5982515 nonbeech 11.2787920400739
2674995 5982515 beech 10.9978982246574
2675005 5982515 beech 10.7084689329926
2675015 5982515 beech 10.4115560917503
2675025 5982515 beech 10.1082152816021
2675035 5982515 beech 9.79949960829335
2675045 5982515 beech 9.48645376552006
2675055 5982515 beech 9.17010833481896
2675065 5982515 beech 8.85147436396714
2675075 5982515 beech 8.53153826131658
2675085 5982515 beech 8.21125703912089
2675095 5982515 beech 7.89155393431346
2675105 5982515 beech 7.57331443043407
2675115 5982515 beech 7.25738269954129
2675125 5982515 beech 6.94455847805755
2675135 5982515 beech 6.63559438563401
2675145 5982515 beech 6.33119369135681
2675155 5982515 beech 6.03200852699925
2675165 5982515 beech 5.73863854261037
2675175 5982515 beech 5.45162999556531
2675185 5982515 beech 5.17147526032899
2675195 5982515 beech 4.89861274263826
2675205 5982515 beech 4.63342717861652
2675215 5982515 beech 4.37625029652384
2675225 5982515 beech 4.12736181642971
2675235 5982515 beech 3.88699076108554
2675245 5982515 beech 3.65531704967351
2675255 5982515 beech 3.43247334491498
2675265 5982515 beech 3.21854712322801
2675275 5982515 beech 3.0135829372164
2674595 5982525 nonbeech 9.58218869746311
2674605 5982525 nonbeech 9.89994698472096
2674615 5982525 nonbeech 10.2134295205174
2674625 5982525 nonbeech 10.5215785352246
2674635 5982525 nonbeech 10.8233270936308
2674645 5982525 nonbeech 11.1176050897554
2674655 5982525 nonbeech 11.4033454412329
2674665 5982525 nonbeech 11.6794904344398
2674715 5982525 nonbeech 12.8807345680719
2674725 5982525 nonbeech 13.0784329547398
2674735 5982525 nonbeech 13.2599341495929
2674745 5982525 nonbeech 13.4244840037497
2674755 5982525 nonbeech 13.5713925829427
2674765 5982525 nonbeech 13.700038984073
2674775 5982525 nonbeech 13.8098757054907
2674785 5982525 nonbeech 13.9004325279699
2674795 5982525 nonbeech 13.9713198678889
2674805 5982525 nonbeech 14.0222315691588
2674815 5982525 nonbeech 14.0529471059022
2674825 5982525 nonbeech 14.0633331737075
2674835 5982525 beech 14.0533446533915
2674845 5982525 beech 14.0230249375195
2674855 5982525 beech 13.9725056163774
2674865 5982525 beech 13.9020055265752
2674875 5982525 beech 13.811829171907
2674885 5982525 beech 13.7023645324137
2674895 5982525 beech 13.5740802837073
2674905 5982525 beech 13.4275224544418
2674915 5982525 beech 13.2633105552881
2674925 5982525 beech 13.0821332178061
2674935 5982525 beech 12.8847433861635
2674945 5982525 nonbeech 12.6719531086544
2674955 5982525 nonbeech 12.4446279793937
2674965 5982525 nonbeech 12.2036812833537
2674975 5982525 nonbeech 11.9500679000532
2674985 5982525 beech 11.6847780226777
2674995 5982525 beech 11.4088307502046
2675005 5982525 beech 11.1232676102251
2675015 5982525 beech 10.8291460696098
2675025 5982525 beech 10.5275330889792
2675035 5982525 beech 10.2194987751409
2675045 5982525 beech 9.90611018328583
2675055 5982525 beech 9.58842531783106
2675065 5982525 beech 9.26748737742342
2675075 5982525 beech 8.94431928581685
2675085 5982525 beech 8.61991854618154
2675095 5982525 beech 8.29525245195098
2675105 5982525 beech 7.97125368263432
2675115 5982525 beech 7.64881630818245
2675125 5982525 beech 7.32879222056435
2675135 5982525 beech 7.01198800625233
2675145 5982525 beech 6.69916226839524
2675155 5982525 beech 6.3910234026379
2675165 5982525 beech 6.08822782588122
2675175 5982525 beech 5.79137865282324
2675185 5982525 beech 5.50102481092329
2675195 5982525 beech 5.21766058053327
2675205 5982525 beech 4.94172554337463
2675215 5982525 beech 4.67360491933919
2675225 5982525 beech 4.41363026877648
2675235 5982525 beech 4.16208053501785
2675245 5982525 beech 3.91918339988655
2675255 5982525 beech 3.68511692335727
2675265 5982525 beech 3.46001143735541
2675275 5982525 beech 3.2439516629169
2674595 5982535 nonbeech 9.41765019611775
2674605 5982535 nonbeech 9.74281080099991
2674615 5982535 nonbeech 10.0646009452957
2674625 5982535 nonbeech 10.3819618508549
2674635 5982535 nonbeech 10.6938201249863
2674645 5982535 nonbeech 10.9990936132084
2674655 5982535 nonbeech 11.2966974964455
2674705 5982535 nonbeech 12.6323213879319
2674715 5982535 nonbeech 12.8617846020167
2674725 5982535 nonbeech 13.0764505365995
2674735 5982535 nonbeech 13.2754452535581
2674745 5982535 nonbeech 13.4579494979815
2674755 5982535 nonbeech 13.6232043101362
2674765 5982535 nonbeech 13.7705162791575
2674775 5982535 nonbeech 13.8992623876202
2674785 5982535 nonbeech 14.0088943996485
2674795 5982535 nonbeech 14.0989427493291
2674805 5982535 nonbeech 14.1690198908425
2674815 5982535 nonbeech 14.2188230768686
2674825 5982535 nonbeech 14.2481365373942
2674835 5982535 nonbeech 14.2568330369808
2674845 5982535 beech 14.244874794765
2674855 5982535 beech 14.212313757884
2674865 5982535 beech 14.1592912255557
2674875 5982535 beech 14.0860368276214
2674885 5982535 beech 13.9928668678829
2674895 5982535 beech 13.880182048959
2674905 5982535 beech 13.7484646015619
2674915 5982535 beech 13.5982748469696
2674925 5982535 beech 13.4302472269825
2674935 5982535 nonbeech 13.2450858407169
2674945 5982535 nonbeech 13.043559532159
2674955 5982535 nonbeech 12.8264965764121
2674965 5982535 nonbeech 12.5947790159823
2674975 5982535 beech 12.349336701222
2674985 5982535 beech 12.0911410911619
2674995 5982535 beech 11.8211988723912
2675005 5982535 beech 11.5405454543905
2675015 5982535 beech 11.2502383997803
2675025 5982535 beech 10.9513508473393
2675035 5982535 beech 10.6449649843855
2675045 5982535 beech 10.332165623238
2675055 5982535 beech 10.0140339340224
2675065 5982535 beech 9.69164138309843
2675075 5982535 beech 9.3660439229223
2675085 5982535 beech 9.03827647527173
2675095 5982535 beech 8.70934774551953
2675105 5982535 beech 8.38023540110431
2675115 5982535 beech 8.05188164258763
2675125 5982535 beech 7.72518919076939
2675135 5982535 beech 7.40101770832917
2675145 5982535 beech 7.08018066943538
2675155 5982535 beech 6.76344268578358
2675165 5982535 beech 6.4515172926497
2675175 5982535 beech 6.14506519383312
2675185 5982535 beech 5.84469295986962
2675195 5982535 beech 5.55095216966444
2675205 5982535 beech 5.26433898177167
2675215 5982535 beech 4.98529411796407
2675225 5982535 beech 4.71420323852636
2675235 5982535 beech 4.45139768588666
2675245 5982535 beech 4.19715557079174
2675255 5982535 beech 3.95170317324057
2675265 5982535 beech 3.71521662882042
2675275 5982535 beech 3.487823869937
2674595 5982545 nonbeech 9.24505154088372
2674605 5982545 nonbeech 9.57689253552895
2674615 5982545 nonbeech 9.90627703319138
2674625 5982545 nonbeech 10.2321500773902
2674635 5982545 nonbeech 10.5534367410148
2674705 5982545 nonbeech 12.5822743075022
2674715 5982545 nonbeech 12.8277586015253
2674725 5982545 nonbeech 13.0590921242833
2674735 5982545 nonbeech 13.2753435842409
2674745 5982545 nonbeech 13.4756316724352
2674755 5982545 nonbeech 13.6591310354492
2674765 5982545 nonbeech 13.8250779347005
2674775 5982545 nonbeech 13.9727755378142
2674785 5982545 nonbeech 14.1015987908188
2674795 5982545 nonbeech 14.2109988235217
2674805 5982545 nonbeech 14.3005068446252
2674815 5982545 nonbeech 14.3697374879123
2674825 5982545 nonbeech 14.4183915760787
2674835 5982545 nonbeech 14.4462582744774
2674845 5982545 nonbeech 14.4532166130771
2674855 5982545 beech 14.4392363612636
2674865 5982545 beech 14.4043782466297
2674875 5982545 beech 14.3487935155382
2674885 5982545 beech 14.272722839909
2674895 5982545 beech 14.1764945812851
2674905 5982545 beech 14.0605224297011
2674915 5982545 beech 13.9253024411092
2674925 5982545 beech 13.7714095030518
2674935 5982545 nonbeech 13.5994932638122
2674945 5982545 nonbeech 13.4102735653758
2674955 5982545 beech 13.2045354251112
2674965 5982545 beech 12.9831236151001
2674975 5982545 beech 12.7469368914443
2674985 5982545 beech 12.4969219286336
2674995 5982545 beech 12.234067016136
2675005 5982545 beech 11.9593955757623
2675015 5982545 beech 11.6739595590466
2675025 5982545 beech 11.3788327838847
2675035 5982545 beech 11.0751042689959
2675045 5982545 beech 10.7638716234366
2675055 5982545 beech 10.4462345464407
2675065 5982545 beech 10.1232884903244
2675075 5982545 beech 9.79611853611775
2675085 5982545 beech 9.46579352803687
2675095 5982545 beech 9.13336050893355
2675105 5982545 beech 8.79983949453087
2675115 5982545 beech 8.46621861963075
2675125 5982545 beech 8.13344968463707
2675135 5982545 beech 7.80244412574238
2675145 5982545 beech 7.47406942704799
2675155 5982545 beech 7.14914598779421
2675165 5982545 beech 6.8284444528345
2675175 5982545 beech 6.51268350955768
2675185 5982545 beech 6.20252814970334
2675195 5982545 beech 5.89858838998112
2675205 5982545 beech 5.60141844114186
2675215 5982545 beech 5.31151631120032
2675225 5982545 beech 5.02932382490966
2675235 5982545 beech 4.7552270383671
2675245 5982545 beech 4.4895570248092
2675255 5982545 beech 4.23259100525057
2675265 5982545 beech 3.98455379563845
2675275 5982545 beech 3.74561954064208
2674695 5982555 nonbeech 12.2441731117144
2674705 5982555 nonbeech 12.5176866826202
2674715 5982555 nonbeech 12.7787763774578
2674725 5982555 nonbeech 13.0264189305444
2674735 5982555 nonbeech 13.2596295003474
2674745 5982555 nonbeech 13.4774681719275
2674755 5982555 nonbeech 13.6790462523694
2674765 5982555 nonbeech 13.8635323003546
2674775 5982555 nonbeech 14.030157832731
2674785 5982555 nonbeech 14.1782226533388
2674795 5982555 nonbeech 14.3070997524239
2674805 5982555 nonbeech 14.4162397286903
2674815 5982555 nonbeech 14.5051746903604
2674825 5982555 nonbeech 14.5735215964906
2674835 5982555 nonbeech 14.6209850051522
2674845 5982555 nonbeech 14.6473592008897
2674855 5982555 nonbeech 14.652529680018
2674865 5982555 nonbeech 14.6364739787528
2674875 5982555 nonbeech 14.599261835794
2674885 5982555 nonbeech 14.5410546877126
2674895 5982555 nonbeech 14.4621045022548
2674905 5982555 nonbeech 14.3627519613571
2674915 5982555 nonbeech 14.2434240122117
2674925 5982555 nonbeech 14.1046308110111
2674935 5982555 nonbeech 13.9469620899884
2674945 5982555 nonbeech 13.7710829839488
2674955 5982555 beech 13.5777293576161
2674965 5982555 beech 13.3677026797102
2674975 5982555 beech 13.1418644936915
2674985 5982555 beech 12.9011305384989
2674995 5982555 beech 12.646464575341
2675005 5982555 beech 12.3788719786464
2675015 5982555 beech 12.0993931506225
2675025 5982555 beech 11.8090968195138
2675035 5982555 beech 11.5090732815856
2675045 5982555 nonbeech 11.2004276461138
2675055 5982555 nonbeech 10.8842731412497
2675065 5982555 nonbeech 10.5617245365941
2675075 5982555 nonbeech 10.233891735689
2675085 5982555 nonbeech 9.90187358847896
2675095 5982555 beech 9.56675197014784
2675105 5982555 beech 9.22958616867669
2675115 5982555 beech 8.89140761904779
2675125 5982555 beech 8.553215017312
2675135 5982555 beech 8.2159698428103
2675145 5982555 beech 7.88059231176574
2675155 5982555 beech 7.54795778030939
2675165 5982555 beech 7.21889360984237
2675175 5982555 beech 6.89417650253108
2675185 5982555 beech 6.57453030974807
2675195 5982555 beech 6.26062431146416
2675205 5982555 beech 5.95307196002315
2675215 5982555 beech 5.6524300774353
2675225 5982555 beech 5.35919849135302
2675235 5982555 beech 5.07382009127606
2675245 5982555 beech 4.79668128330309
2675255 5982555 beech 4.52811281892407
2675265 5982555 beech 4.26839097094691
2675275 5982555 beech 4.01773902768273
2674685 5982565 nonbeech 11.8525601620513
2674695 5982565 nonbeech 12.1509370386452
2674705 5982565 nonbeech 12.4387846804419
2674715 5982565 nonbeech 12.7150100311061
2674725 5982565 nonbeech 12.9785460270085
2674735 5982565 nonbeech 13.2283584217431
2674745 5982565 nonbeech 13.463452517019
2674755 5982565 nonbeech 13.6828797389469
2674765 5982565 nonbeech 13.8857439991024
2674775 5982565 nonbeech 14.0712077808268
2674785 5982565 nonbeech 14.2384978930205
2674795 5982565 nonbeech 14.3869108361767
2674805 5982565 nonbeech 14.5158177285829
2674815 5982565 nonbeech 14.6246687444391
2674825 5982565 nonbeech 14.712997020079
2674835 5982565 nonbeech 14.7804219894626
2674845 5982565 nonbeech 14.8266521155995
2674855 5982565 nonbeech 14.851486990467
2674865 5982565 nonbeech 14.8548187822617
2674875 5982565 nonbeech 14.8366330153562
2674885 5982565 nonbeech 14.7970086750695
2674895 5982565 nonbeech 14.7361176361873
2674905 5982565 nonbeech 14.654223421021
2674915 5982565 nonbeech 14.5516792995606
2674925 5982565 nonbeech 14.4289257508886
2674935 5982565 nonbeech 14.2864873113823
2674945 5982565 nonbeech 14.124968841259
2674955 5982565 nonbeech 13.9450512466459
2674965 5982565 nonbeech 13.747486699505
2674975 5982565 nonbeech 13.5330934023497
2674985 5982565 nonbeech 13.3027499487142
2674995 5982565 nonbeech 13.0573893337112
2675005 5982565 nonbeech 12.7979926717292
2675015 5982565 nonbeech 12.5255826803263
2675025 5982565 nonbeech 12.241216990683
2675035 5982565 nonbeech 11.9459813455567
2675045 5982565 nonbeech 11.6409827455577
2675055 5982565 nonbeech 11.327342603747
2675065 5982565 nonbeech 11.0061899670678
2675075 5982565 nonbeech 10.6786548610051
2675085 5982565 nonbeech 10.3458618111577
2675095 5982565 beech 10.0089235921543
2675105 5982565 beech 9.668935250617
2675115 5982565 beech 9.32696844471781
2675125 5982565 beech 8.98406613836629
2675135 5982565 beech 8.64123768326967
2675145 5982565 beech 8.29945431709667
2675155 5982565 beech 7.95964510082115
2675165 5982565 beech 7.62269331309428
2675175 5982565 beech 7.28943331426327
2675185 5982565 beech 6.96064788748737
2675195 5982565 beech 6.63706605936207
2675205 5982565 beech 6.31936139760742
2675215 5982565 beech 6.00815077876248
2675225 5982565 beech 5.70399361450031
2675235 5982565 beech 5.40739152118118
2675245 5982565 beech 5.11878841362884
2675255 5982565 beech 4.8385710008758
2675265 5982565 beech 4.56706965879895
2675275 5982565 beech 4.30455965217191
2674685 5982575 nonbeech 11.7329672720467
2674695 5982575 nonbeech 12.044229577977
2674705 5982575 nonbeech 12.3458435292438
2674715 5982575 nonbeech 12.6366829467847
2674725 5982575 nonbeech 12.9156416689891
2674735 5982575 nonbeech 13.1816405038254
2674745 5982575 nonbeech 13.4336341420998
2674755 5982575 nonbeech 13.6706179703085
2674765 5982575 nonbeech 13.8916347212601
2674775 5982575 nonbeech 14.0957809010763
2674785 5982575 nonbeech 14.2822129323403
2674795 5982575 nonbeech 14.4501529550394
2674805 5982575 nonbeech 14.5988942295448
2674815 5982575 nonbeech 14.7278060891493
2674825 5982575 nonbeech 14.8363383936193
2674835 5982575 nonbeech 14.9240254397633
2674845 5982575 nonbeech 14.9904892901256
2674855 5982575 nonbeech 15.0354424865111
2674865 5982575 nonbeech 15.0586901210818
2674875 5982575 nonbeech 15.0601312441433
2674885 5982575 nonbeech 15.0397595943928
2674895 5982575 nonbeech 14.9976636442365
2674905 5982575 nonbeech 14.9340259597182
2674915 5982575 nonbeech 14.849121881538
2674925 5982575 nonbeech 14.7433175404968
2674935 5982575 nonbeech 14.6170672273808
2674945 5982575 nonbeech 14.4709101437251
2674955 5982575 nonbeech 14.3054665659734
2674965 5982575 nonbeech 14.1214334612153
2674975 5982575 nonbeech 13.9195795978539
2674985 5982575 nonbeech 13.700740199182
2674995 5982575 nonbeech 13.4658111918615
2675005 5982575 nonbeech 13.215743104672
2675015 5982575 nonbeech 12.9515346755759
2675025 5982575 nonbeech 12.6742262271265
2675035 5982575 nonbeech 12.3848928714991
2675045 5982575 nonbeech 12.0846376069513
2675055 5982575 nonbeech 11.7745843673298
2675065 5982575 nonbeech 11.4558710853501
2675075 5982575 nonbeech 11.1296428288075
2675085 5982575 nonbeech 10.7970450666754
2675095 5982575 nonbeech 10.4592171192479
2675105 5982575 beech 10.1172858431437
2675115 5982575 beech 9.77235959816141
2675125 5982575 beech 9.42552253873388
2675135 5982575 beech 9.0778292681225
2675145 5982575 beech 8.73029988861403
2675155 5982575 beech 8.38391547588216
2675165 5982575 beech 8.03961400044208
2675175 5982575 beech 7.69828671382286
2675185 5982575 beech 7.36077501178204
2675195 5982575 beech 7.02786778165716
2675205 5982575 beech 6.70029923585297
2675215 5982575 beech 6.37874722856105
2675225 5982575 beech 6.06383204815351
2675235 5982575 beech 5.7561156733342
2675245 5982575 beech 5.45610147710884
2675255 5982575 beech 5.16423435898762
2675265 5982575 beech 4.88090128258581
2675275 5982575 beech 4.60643219296275
2674685 5982585 nonbeech 11.6009216931471
2674695 5982585 nonbeech 11.9244189187741
2674705 5982585 nonbeech 12.2391859190284
2674715 5982585 nonbeech 12.5440684881101
2674725 5982585 nonbeech 12.8379263102869
2674735 5982585 nonbeech 13.1196399910561
2674745 5982585 nonbeech 13.3881181049046
2674755 5982585 nonbeech 13.6423041981549
2674765 5982585 nonbeech 13.8811836844455
2674775 5982585 nonbeech 14.103790570175
2674785 5982585 nonbeech 14.3092139477388
2674795 5982585 nonbeech 14.4966041956284
2674805 5982585 nonbeech 14.6651788264367
2674815 5982585 nonbeech 14.8142279265011
2674825 5982585 nonbeech 14.9431191343054
2674835 5982585 nonbeech 15.0513021088071
2674845 5982585 nonbeech 15.1383124435172
2674855 5982585 nonbeech 15.2037749873846
2674865 5982585 nonbeech 15.2474065392571
2674875 5982585 nonbeech 15.2690178888386
2674885 5982585 nonbeech 15.2685151835601
2674895 5982585 nonbeech 15.2459006075488
2674905 5982585 nonbeech 15.2012723658194
2674915 5982585 nonbeech 15.1348239738496
2674925 5982585 nonbeech 15.0468428597309
2674935 5982585 nonbeech 14.9377082930231
2674945 5982585 nonbeech 14.8078886611981
2674955 5982585 nonbeech 14.6579381210379
2674965 5982585 nonbeech 14.4884926584876
2674975 5982585 nonbeech 14.3002655961578
2674985 5982585 nonbeech 14.094042592875
2674995 5982585 nonbeech 13.8706761843102
2675005 5982585 nonbeech 13.631079917733
2675015 5982585 nonbeech 13.3762221372986
2675025 5982585 nonbeech 13.1071194789264
2675035 5982585 nonbeech 12.8248301357774
2675045 5982585 nonbeech 12.5304469565343
2675055 5982585 nonbeech 12.2250904391658
2675065 5982585 nonbeech 11.9099016825966
2675075 5982585 nonbeech 11.5860353577367
2675085 5982585 nonbeech 11.2546527576817
2675095 5982585 nonbeech 10.9169149846011
2675105 5982585 nonbeech 10.5739763279467
2675115 5982585 beech 10.2269778851775
2675125 5982585 beech 9.87704147228113
2675135 5982585 beech 9.52526386702934
2675145 5982585 beech 9.17271142321396
2675155 5982585 beech 8.82041508913387
2675165 5982585 beech 8.46936585842189
2675175 5982585 beech 8.12051067598258
2675185 5982585 beech 7.77474881643274
2675195 5982585 beech 7.43292874706578
2675205 5982585 beech 7.09584548206848
2675215 5982585 beech 6.76423842956669
2675225 5982585 beech 6.43878972812666
2675235 5982585 beech 6.12012306464365
2675245 5982585 beech 5.80880296115924
2675255 5982585 beech 5.50533451410332
2675265 5982585 beech 5.21016356579296
2675275 5982585 beech 4.92367728476461
2674695 5982595 nonbeech 11.7919158120622
2674705 5982595 nonbeech 12.1191801351498
2674715 5982595 nonbeech 12.4374884086158
2674725 5982595 nonbeech 12.745671316049
2674735 5982595 nonbeech 13.0425742549616
2674745 5982595 nonbeech 13.3270644698465
2674755 5982595 nonbeech 13.5980381965862
2674765 5982595 nonbeech 13.8544277557298
2674775 5982595 nonbeech 14.095208531269
2674785 5982595 nonbeech 14.3194057713834
2674795 5982595 nonbeech 14.5261011482006
2674805 5982595 nonbeech 14.7144390149402
2674815 5982595 nonbeech 14.8836323008755
2674825 5982595 nonbeech 15.0329679873399
2674835 5982595 nonbeech 15.1618121114987
2674845 5982595 nonbeech 15.2696142487682
2674855 5982595 nonbeech 15.3559114295422
2674865 5982595 nonbeech 15.4203314512311
2674875 5982595 nonbeech 15.4625955524584
2674885 5982595 nonbeech 15.4825204225301
2674895 5982595 nonbeech 15.4800195259072
2674905 5982595 nonbeech 15.4551037282892
2674915 5982595 nonbeech 15.4078812179718
2674925 5982595 nonbeech 15.3385567232737
2674935 5982595 nonbeech 15.2474300339544
2674945 5982595 nonbeech 15.1348938415657
2674955 5982595 nonbeech 15.0014309205074
2674965 5982595 nonbeech 14.8476106781024
2674975 5982595 nonbeech 14.6740851081876
2674985 5982595 nonbeech 14.4815841884535
2674995 5982595 nonbeech 14.2709107669874
2675005 5982595 nonbeech 14.0429349881221
2675015 5982595 nonbeech 13.7985883117069
2675025 5982595 nonbeech 13.5388571832588
2675035 5982595 nonbeech 13.2647764150839
2675045 5982595 nonbeech 12.9774223403596
2675055 5982595 nonbeech 12.6779058033246
2675065 5982595 nonbeech 12.3673650491351
2675075 5982595 nonbeech 12.0469585766192
2675085 5982595 nonbeech 11.7178580161212
2675095 5982595 nonbeech 11.3812410928968
2675105 5982595 nonbeech 11.0382847341434
2675115 5982595 nonbeech 10.6901583747693
2675125 5982595 beech 10.3380175134798
2675135 5982595 beech 9.9829975667414
2675145 5982595 beech 9.62620806375326
2675155 5982595 beech 9.26872722076685
2675165 5982595 beech 8.91159692802841
2675175 5982595 beech 8.55581817735096
2675185 5982595 beech 8.20234695292095
2675195 5982595 beech 7.85209060248894
2675205 5982595 beech 7.5059047006527
2675215 5982595 beech 7.16459041058439
2675225 5982595 beech 6.82889234534594
2675235 5982595 beech 6.49949692493863
2675245 5982595 beech 6.17703122049802
2675255 5982595 beech 5.86206227262326
2675265 5982595 beech 5.55509686676133
2675275 5982595 nonbeech 5.25658174488733
2674695 5982605 nonbeech 11.647171225532
2674705 5982605 nonbeech 11.9862379400659
2674715 5982605 nonbeech 12.3173109896358
2674725 5982605 nonbeech 12.6391973842031
2674735 5982605 nonbeech 12.9507125244873
2674745 5982605 nonbeech 13.2506873702334
2674755 5982605 nonbeech 13.5379756763468
2674765 5982605 nonbeech 13.8114612349691
2674775 5982605 nonbeech 14.0700650600332
2674785 5982605 nonbeech 14.3127524499977
2674795 5982605 nonbeech 14.5385398643676
2674805 5982605 nonbeech 14.7465015502557
2674815 5982605 nonbeech 14.9357758566498
2674825 5982605 nonbeech 15.10557117621
2674835 5982605 nonbeech 15.2551714573176
2674845 5982605 nonbeech 15.3839412326993
2674855 5982605 nonbeech 15.49133011523
2674865 5982605 nonbeech 15.5768767164139
2674875 5982605 nonbeech 15.6402119485101
2674885 5982605 nonbeech 15.6810616772345
2674895 5982605 nonbeech 15.6992486983597
2674905 5982605 nonbeech 15.6946940182684
2674915 5982605 nonbeech 15.6674174255133
2674925 5982605 nonbeech 15.6175373475957
2674935 5982605 nonbeech 15.5452699944118
2674945 5982605 nonbeech 15.450927797039
2674955 5982605 nonbeech 15.3349171576342
2674965 5982605 nonbeech 15.1977355331209
2674975 5982605 nonbeech 15.03996788195
2674985 5982605 nonbeech 14.8622825094439
2674995 5982605 nonbeech 14.6654263530129
2675005 5982605 nonbeech 14.4502197537749
2675015 5982605 nonbeech 14.2175507657663
2675025 5982605 nonbeech 13.9683690579468
2675035 5982605 nonbeech 13.7036794675226
2675045 5982605 nonbeech 13.4245352657174
2675055 5982605 nonbeech 13.1320311989837
2675065 5982605 nonbeech 12.8272963697469
2675075 5982605 nonbeech 12.511487021131
2675085 5982605 nonbeech 12.1857792897134
2675095 5982605 nonbeech 11.8513619892413
2675105 5982605 nonbeech 11.5094294864265
2675115 5982605 nonbeech 11.1611747274684
2675125 5982605 beech 10.8077824708828
2675135 5982605 beech 10.4504227785904
2675145 5982605 beech 10.09024481311
2675155 5982605 beech 9.72837098416724
2675165 5982605 beech 9.3658914831496
2675175 5982605 beech 9.00385923868169
2675185 5982605 beech 8.64328532123423
2675195 5982605 beech 8.28513481919894
2675205 5982605 beech 7.93032320332614
2675215 5982605 beech 7.57971319091065
2675225 5982605 beech 7.23411211569035
2675235 5982605 beech 6.89426980415863
2675245 5982605 beech 6.56087695394497
2675255 5982605 nonbeech 6.23456400514383
2675265 5982605 nonbeech 5.915900491018
2675275 5982605 nonbeech 5.6053948504112
2674695 5982615 nonbeech 11.4906737878016
2674705 5982615 nonbeech 11.840812220263
2674715 5982615 nonbeech 12.1839489205353
2674725 5982615 nonbeech 12.5188726883175
2674735 5982615 nonbeech 12.8443743190832
2674745 5982615 nonbeech 13.1592537570588
2674755 5982615 nonbeech 13.462327372301
2674765 5982615 nonbeech 13.7524353010967
2674775 5982615 nonbeech 14.0284487867304
2674785 5982615 nonbeech 14.2892774561631
2674795 5982615 nonbeech 14.5338764673865
2674805 5982615 nonbeech 14.7612534621855
2674815 5982615 nonbeech 14.9704752597684
2674825 5982615 nonbeech 15.1606742282229
2674835 5982615 nonbeech 15.3310542730105
2674845 5982615 nonbeech 15.4808963847158
2674855 5982615 nonbeech 15.6095636919838
2674865 5982615 nonbeech 15.7165059699715
2674875 5982615 nonbeech 15.8012635596619
2674885 5982615 nonbeech 15.8634706589799
2674895 5982615 nonbeech 15.9028579527347
2674905 5982615 nonbeech 15.9192545549342
2674915 5982615 nonbeech 15.9125892438663
2674925 5982615 nonbeech 15.8828909774586
2674935 5982615 nonbeech 15.8302886836963
2674945 5982615 nonbeech 15.7550103282221
2674955 5982615 nonbeech 15.657381268553
2674965 5982615 nonbeech 15.5378219115409
2674975 5982615 nonbeech 15.3968446976776
2674985 5982615 nonbeech 15.2350504425136
2674995 5982615 nonbeech 15.0531240717403
2675005 5982615 nonbeech 14.8518297922925
2675015 5982615 nonbeech 14.6320057470993
2675025 5982615 nonbeech 14.3945582057739
2675035 5982615 nonbeech 14.1404553475457
2675045 5982615 nonbeech 13.8707206960401
2675055 5982615 nonbeech 13.5864262680904
2675065 5982615 nonbeech 13.2886855005832
2675075 5982615 nonbeech 12.9786460203905
2675085 5982615 nonbeech 12.65748232273
2675095 5982615 nonbeech 12.3263884228288
2675105 5982615 nonbeech 11.9865705445652
2675115 5982615 nonbeech 11.6392399078633
2675125 5982615 beech 11.2856056740606
2675135 5982615 beech 10.9268681052959
2675145 5982615 beech 10.5642119902486
2675155 5982615 beech 10.1988003843512
2675165 5982615 beech 9.83176870796494
2675175 5982615 beech 9.46421924103399
2675185 5982615 beech 9.09721604748036
2675195 5982615 beech 8.7317803571556
2675205 5982615 beech 8.36888642759697
2675215 5982615 beech 8.00945790222375
2675225 5982615 beech 7.65436467602535
2675235 5982615 beech 7.30442027430857
2675245 5982615 nonbeech 6.96037974475065
2675255 5982615 nonbeech 6.6229380579103
2675265 5982615 nonbeech 6.29272900653471
2675275 5982615 nonbeech 5.97032458951532
2674695 5982625 nonbeech 11.3229470424989
